Id,Label,TipoNodo
"DepartamentodeMatemáticaAplicada,UniversidaddeLaHabana,LaHabana,Cuba","DepartamentodeMatemáticaAplicada,UniversidaddeLaHabana,LaHabana,Cuba",Afiliacion
"DepartamentodeMatemáticas,UniversidadNacionalAutónomadeMéxico,México","DepartamentodeMatemáticas,UniversidadNacionalAutónomadeMéxico,México",Afiliacion
"DepartamentodeProgramacio´nySistemasDigitales,UniversidaddelasCienciasInforma´ticas,LaHabana,Cuba","DepartamentodeProgramacio´nySistemasDigitales,UniversidaddelasCienciasInforma´ticas,LaHabana,Cuba",Afiliacion
"DepartamentodeSoftware, SIMPRO, La Habana, Cuba, ee2@mitsa.cu","DepartamentodeSoftware, SIMPRO, La Habana, Cuba, ee2@mitsa.cu",Afiliacion
"Department of Mathematics and Computer Science, Rutgers University","Department of Mathematics and Computer Science, Rutgers University",Afiliacion
"Department of Mathematics, University of Central Florida, 4393 Andromeda Loop N, Orlando, FL 32816, USA","Department of Mathematics, University of Central Florida, 4393 Andromeda Loop N, Orlando, FL 32816, USA",Afiliacion
"Dirección de Calidad, Universidad Tecnológica de la Habana, Habana, Cuba","Dirección de Calidad, Universidad Tecnológica de la Habana, Habana, Cuba",Afiliacion
"Dirección de Ciencia e Innovación Tecnológica, Centro Nacional de Electromagnetismo Aplicado, Universidad de Oriente, Santiago de Cuba, Cuba","Dirección de Ciencia e Innovación Tecnológica, Centro Nacional de Electromagnetismo Aplicado, Universidad de Oriente, Santiago de Cuba, Cuba",Afiliacion
"Dirección de Criptografía, Ministerio del Interior, Santiago de Cuba, Cuba","Dirección de Criptografía, Ministerio del Interior, Santiago de Cuba, Cuba",Afiliacion
"Dirección de Ensayos Clínicos, Centro de Inmunología Molecular, La Habana, Cuba","Dirección de Ensayos Clínicos, Centro de Inmunología Molecular, La Habana, Cuba",Afiliacion
"Dirección de Informatización, Universidad de Oriente, Santiago de Cuba, Cuba","Dirección de Informatización, Universidad de Oriente, Santiago de Cuba, Cuba",Afiliacion
"Dirección de investigaciones clínicas, Centro de Inmunología Molecular, La Habana, Cuba","Dirección de investigaciones clínicas, Centro de Inmunología Molecular, La Habana, Cuba",Afiliacion
"DirectoryEditor-JefedelarevistaCienciasMatemáticas.DepartamentoMatemáticaAplicada,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,LaHabana,Cuba","DirectoryEditor-JefedelarevistaCienciasMatemáticas.DepartamentoMatemáticaAplicada,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,LaHabana,Cuba",Afiliacion
"División de Sistemas de Gestión Empresarial DATYS, Cuba","División de Sistemas de Gestión Empresarial DATYS, Cuba",Afiliacion
"División de Turismo DATYS, Cuba","División de Turismo DATYS, Cuba",Afiliacion
Dpto. Matemática Aplicada. Facultad de Matemática y Computación. Universidad de La Habana. Cuba,Dpto. Matemática Aplicada. Facultad de Matemática y Computación. Universidad de La Habana. Cuba,Afiliacion
"Dpto. de Ing. Biomédica, Facultad de Ingeniería Eléctrica, Universidad de Oriente, Santiago de Cuba, Cuba","Dpto. de Ing. Biomédica, Facultad de Ingeniería Eléctrica, Universidad de Oriente, Santiago de Cuba, Cuba",Afiliacion
"Dpto. de Ing. Informática, Facultad de Ingeniería Eléctrica, Universidad de Oriente, Cuba","Dpto. de Ing. Informática, Facultad de Ingeniería Eléctrica, Universidad de Oriente, Cuba",Afiliacion
"Dpto. de Investigaciones en Ciencias Agrícolas. B. Universidad Autónoma de Puebla, México.","Dpto. de Investigaciones en Ciencias Agrícolas. B. Universidad Autónoma de Puebla, México.",Afiliacion
"Dpto. de Matemática, Instituto de Cibernética, Matemática y Física, La Habana, Cuba","Dpto. de Matemática, Instituto de Cibernética, Matemática y Física, La Habana, Cuba",Afiliacion
"ELAM, La Habana, Cuba","ELAM, La Habana, Cuba",Afiliacion
Empresa de Tecnolog´ıas para la Defensa (XETID),Empresa de Tecnolog´ıas para la Defensa (XETID),Afiliacion
Escuela Politécnica Superior (E.P.S.). Departamento de Matemática Aplicada. Universidad de Alicante (España).,Escuela Politécnica Superior (E.P.S.). Departamento de Matemática Aplicada. Universidad de Alicante (España).,Afiliacion
"Escuela Politécnica Superior, Universidad de Alicante, España","Escuela Politécnica Superior, Universidad de Alicante, España",Afiliacion
"Escuela Superior Politécnica del Litoral, Guayaquil, Ecuador","Escuela Superior Politécnica del Litoral, Guayaquil, Ecuador",Afiliacion
"Facultad 2, Universidaddelas Ciencias Informáticas, La Habana, Cuba","Facultad 2, Universidaddelas Ciencias Informáticas, La Habana, Cuba",Afiliacion
"Facultad de Artes y Letras, Universidad de La Habana, La Habana, Cuba","Facultad de Artes y Letras, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Facultad de Ciencias F´ısico Matema´ticas, Universidad Michoacan de San Nicola´s de Hidalgo, Morelia, Me´xico","Facultad de Ciencias F´ısico Matema´ticas, Universidad Michoacan de San Nicola´s de Hidalgo, Morelia, Me´xico",Afiliacion
"Facultad de Ciencias F´ısico-Matema´ticas, Universidad Auto´noma de Coahuila, Me´xico","Facultad de Ciencias F´ısico-Matema´ticas, Universidad Auto´noma de Coahuila, Me´xico",Afiliacion
"Facultad de Ciencias Físico Matemáticas, Benemérita Universidad Autónoma de Puebla","Facultad de Ciencias Físico Matemáticas, Benemérita Universidad Autónoma de Puebla",Afiliacion
Facultad de Ciencias Físico-Matemáticas,Facultad de Ciencias Físico-Matemáticas,Afiliacion
"Facultad de Ciencias Físico-Matemáticas, Universidad Autónoma de Coahuila, México","Facultad de Ciencias Físico-Matemáticas, Universidad Autónoma de Coahuila, México",Afiliacion
"Facultad de Ciencias Informa´ticas, Universidad de Ciegode A´vila Ma´ximo Go´mez Ba´ez, Ciegode A´vila, Cuba.","Facultad de Ciencias Informa´ticas, Universidad de Ciegode A´vila Ma´ximo Go´mez Ba´ez, Ciegode A´vila, Cuba.",Afiliacion
"Facultad de Ciencias Informáticas, Universidad de Ciego de Ávila Máximo Gómez Báez, Ciego de Ávila, Cuba","Facultad de Ciencias Informáticas, Universidad de Ciego de Ávila Máximo Gómez Báez, Ciego de Ávila, Cuba",Afiliacion
Facultad de Ciencias de la Computación,Facultad de Ciencias de la Computación,Afiliacion
"Facultad de Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador","Facultad de Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador",Afiliacion
"Facultad de Ciencias y tecnologías, Universidad de las ciencias Informáticas","Facultad de Ciencias y tecnologías, Universidad de las ciencias Informáticas",Afiliacion
"Facultad de Ciencias, Universidad Autónoma de Santo Domingo, Santo Domingo, República Dominicana","Facultad de Ciencias, Universidad Autónoma de Santo Domingo, Santo Domingo, República Dominicana",Afiliacion
"Facultad de Ciencias, Universidad Nacional Auto´noma de Me´xico, Ciudad de Me´xico","Facultad de Ciencias, Universidad Nacional Auto´noma de Me´xico, Ciudad de Me´xico",Afiliacion
"Facultad de Econom´ıa de la Universidad de La Habana, Cuba","Facultad de Econom´ıa de la Universidad de La Habana, Cuba",Afiliacion
"Facultad de Geografía, Universidad de La Habana, La Habana, Cuba","Facultad de Geografía, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Facultad de Informática, Universidad Tecnológica de La Habana","Facultad de Informática, Universidad Tecnológica de La Habana",Afiliacion
"Facultad de Ingenier´ıa Informa´tica, Universidad Tecnolo´gica de La Habana, La Habana, Cuba","Facultad de Ingenier´ıa Informa´tica, Universidad Tecnolo´gica de La Habana, La Habana, Cuba",Afiliacion
"Facultad de Ingeniería Agrícola, Escuela Superior Politécnica Agropecuariade Manabí, Ecuador","Facultad de Ingeniería Agrícola, Escuela Superior Politécnica Agropecuariade Manabí, Ecuador",Afiliacion
"Facultad de Matema´tica y Computacio´n de la Universidad de La Habana, San La´zaro y L, CP10400, La Habana, Cuba.","Facultad de Matema´tica y Computacio´n de la Universidad de La Habana, San La´zaro y L, CP10400, La Habana, Cuba.",Afiliacion
"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, Cuba","Facultad de Matema´tica y Computacio´n, Universidad de La Habana, Cuba",Afiliacion
"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, La Habana, Cuba","Facultad de Matema´tica y Computacio´n, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Facultad de Matema´ticas, Univesidad Veracruzana, Me´xico","Facultad de Matema´ticas, Univesidad Veracruzana, Me´xico",Afiliacion
"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba","Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba",Afiliacion
Facultad de Matemática Física y Computación,Facultad de Matemática Física y Computación,Afiliacion
"Facultad de Matemática Física y Computación, Universidad Central de Las Villas, Cuba","Facultad de Matemática Física y Computación, Universidad Central de Las Villas, Cuba",Afiliacion
Facultad de Matemática y Computación,Facultad de Matemática y Computación,Afiliacion
"Facultad de Matemática y Computación MATCOM, Universidad de La Habana, La Habana, Cuba","Facultad de Matemática y Computación MATCOM, Universidad de La Habana, La Habana, Cuba",Afiliacion
Facultad de Matemática y Computación Universidad de La Habana,Facultad de Matemática y Computación Universidad de La Habana,Afiliacion
Facultad de Matemática y Computación de la Universidad de La Habana,Facultad de Matemática y Computación de la Universidad de La Habana,Afiliacion
"Facultad de Matemática y Computación, Universidad de La Habana","Facultad de Matemática y Computación, Universidad de La Habana",Afiliacion
"Facultad de Matemática y Computación, Universidad de La Habana, Ciudad de La Habana, Cuba","Facultad de Matemática y Computación, Universidad de La Habana, Ciudad de La Habana, Cuba",Afiliacion
"Facultad de Matemática y Computación, Universidad de La Habana, Cuba","Facultad de Matemática y Computación, Universidad de La Habana, Cuba",Afiliacion
"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba","Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Facultad de Matemática y Computación, Universidad de La Habana. Cuba","Facultad de Matemática y Computación, Universidad de La Habana. Cuba",Afiliacion
Facultad de Matemática y Computación. Universidad de La Habana,Facultad de Matemática y Computación. Universidad de La Habana,Afiliacion
"Facultad de Matemática, Físicay Computación,Universidad Central 'Marta Abreu' delas Villas. Cuba.","Facultad de Matemática, Físicay Computación,Universidad Central 'Marta Abreu' delas Villas. Cuba.",Afiliacion
"Facultad de Matemáticas, Universidad Autónoma de Guerrero, Chilpancingo, Guerrero, México","Facultad de Matemáticas, Universidad Autónoma de Guerrero, Chilpancingo, Guerrero, México",Afiliacion
"Facultad de Matemáticay Computación, Universidad de La Habana, Cuba","Facultad de Matemáticay Computación, Universidad de La Habana, Cuba",Afiliacion
"Facultad deMatemáticay Computación,Universidad de La Habana, Cuba.","Facultad deMatemáticay Computación,Universidad de La Habana, Cuba.",Afiliacion
"FacultadMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba","FacultadMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba",Afiliacion
"FacultadMatemática y Computación,Universidad de La Habana, Cuba","FacultadMatemática y Computación,Universidad de La Habana, Cuba",Afiliacion
"FacultaddeCienciasTe´cnicas,UniversidaddeGranma,Cuba","FacultaddeCienciasTe´cnicas,UniversidaddeGranma,Cuba",Afiliacion
"FacultaddeMatema´tica,UniversidadAuto´nomadeGuerrero,Guerrero,Me´xico","FacultaddeMatema´tica,UniversidadAuto´nomadeGuerrero,Guerrero,Me´xico",Afiliacion
FacultaddeMatema´ticayComputacio´n,FacultaddeMatema´ticayComputacio´n,Afiliacion
"Fue Metodóloga Nacional de Matemática, Ministerio de Educación, Cuba","Fue Metodóloga Nacional de Matemática, Ministerio de Educación, Cuba",Afiliacion
"Grupo de Modelización Interdisciplinar, InterTech, Instituto Universitario de Matemática Pura y Aplicada, Universitat Politècnica de València, España","Grupo de Modelización Interdisciplinar, InterTech, Instituto Universitario de Matemática Pura y Aplicada, Universitat Politècnica de València, España",Afiliacion
"Hospital Ginecobstétrico Universitario 'Ramón González Coro', La Habana, Cuba","Hospital Ginecobstétrico Universitario 'Ramón González Coro', La Habana, Cuba",Afiliacion
"HospitalMaternode10deOctubre,LaHabana,Cuba","HospitalMaternode10deOctubre,LaHabana,Cuba",Afiliacion
"IGP-Servicio Geológico de Cuba, La Habana, Cuba","IGP-Servicio Geológico de Cuba, La Habana, Cuba",Afiliacion
"IMNi, Niquero, Cuba","IMNi, Niquero, Cuba",Afiliacion
IPK.SLD.CU,IPK.SLD.CU,Afiliacion
"Inst. de Cibernética Matemática y Física, La Habana, Cuba","Inst. de Cibernética Matemática y Física, La Habana, Cuba",Afiliacion
"Institute of Cryptography, Faculty of Mathematics and Computer Science, University of Havana, Cuba.","Institute of Cryptography, Faculty of Mathematics and Computer Science, University of Havana, Cuba.",Afiliacion
"Institute of Mathematics, University of Potsdam","Institute of Mathematics, University of Potsdam",Afiliacion
"Instituto Nacional de Pesquisas Espaciais, Centro de Previsa˜ode Tempo e Estudos Clima´ticos Cachoeira Paulista, Sa˜o Paulo, Brasil","Instituto Nacional de Pesquisas Espaciais, Centro de Previsa˜ode Tempo e Estudos Clima´ticos Cachoeira Paulista, Sa˜o Paulo, Brasil",Afiliacion
"Instituto Superior Polite´cnico Jose´ A. Echeverr´ıa, La Habana, Cuba, afdez@cemat.cujae.edu.cu","Instituto Superior Polite´cnico Jose´ A. Echeverr´ıa, La Habana, Cuba, afdez@cemat.cujae.edu.cu",Afiliacion
"Instituto Superior de Estudios Superiores de Monterrey, Campus, Estado de México, Escuela de Ingeniería y Computación, Estado de México, México","Instituto Superior de Estudios Superiores de Monterrey, Campus, Estado de México, Escuela de Ingeniería y Computación, Estado de México, México",Afiliacion
Instituto de Cibernética Matemática y Física,Instituto de Cibernética Matemática y Física,Afiliacion
"Instituto de Cibernética, Matemática y Física (ICIMAF)","Instituto de Cibernética, Matemática y Física (ICIMAF)",Afiliacion
"Instituto de Cibernética, Matemática y Física, La Habana, Cuba","Instituto de Cibernética, Matemática y Física, La Habana, Cuba",Afiliacion
"Instituto de Ciencias Matemáticas de Computación, Universidad de São Paulo, Brasil","Instituto de Ciencias Matemáticas de Computación, Universidad de São Paulo, Brasil",Afiliacion
Instituto de Criptograf´ıa,Instituto de Criptograf´ıa,Afiliacion
"Instituto de Criptograf´ıa, Universidad de La Habana, La Habana, Cuba","Instituto de Criptograf´ıa, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Instituto de Criptograf´ıa, UniversidaddelaHabana, La Habana, Cuba","Instituto de Criptograf´ıa, UniversidaddelaHabana, La Habana, Cuba",Afiliacion
Instituto de Criptografía,Instituto de Criptografía,Afiliacion
"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba","Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana","Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana",Afiliacion
"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba","Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba",Afiliacion
"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba","Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba",Afiliacion
"Instituto de Criptografía, Universidad de la Habana, La Habana, Cuba","Instituto de Criptografía, Universidad de la Habana, La Habana, Cuba",Afiliacion
"Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas, Universidad Nacional Autónoma de México, México, D. F., México","Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas, Universidad Nacional Autónoma de México, México, D. F., México",Afiliacion
Instituto de Matemática Pura y Aplicada,Instituto de Matemática Pura y Aplicada,Afiliacion
"Instituto de Medicina Tropical IPK, La Habana, Cuba","Instituto de Medicina Tropical IPK, La Habana, Cuba",Afiliacion
Instituto de Meteorología,Instituto de Meteorología,Afiliacion
Instituto de Meteorología de la República de Cuba,Instituto de Meteorología de la República de Cuba,Afiliacion
"Institutode Criptograf´ıa, universidaddela Habana, La Habana, Cuba","Institutode Criptograf´ıa, universidaddela Habana, La Habana, Cuba",Afiliacion
"InstitutodeCriptograf´ıa, universidaddelaHabana, LaHabana, Cuba","InstitutodeCriptograf´ıa, universidaddelaHabana, LaHabana, Cuba",Afiliacion
"InstitutodeCriptogtaf´ıa,UniversidaddelaHabana,LaHabana,Cuba","InstitutodeCriptogtaf´ıa,UniversidaddelaHabana,LaHabana,Cuba",Afiliacion
La Habana,La Habana,Afiliacion
"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408","Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408",Afiliacion
Mathematics department. Faculty of Education Sciences. Guantánamo University. Cuba,Mathematics department. Faculty of Education Sciences. Guantánamo University. Cuba,Afiliacion
"Mathematics department. Faculty of Natural and Exact Sciences, University of Oriente. Santiago de Cuba, Cuba","Mathematics department. Faculty of Natural and Exact Sciences, University of Oriente. Santiago de Cuba, Cuba",Afiliacion
"Ponti(cid:980)icia Universidad Católica de Valparaíso, Chile","Ponti(cid:980)icia Universidad Católica de Valparaíso, Chile",Afiliacion
Postgrado de Ciencias Ambientales- ICUAP,Postgrado de Ciencias Ambientales- ICUAP,Afiliacion
"Postgrado en Ciencias Ambientales, ICUAP, B. Universidad Autónoma de Puebla, México.","Postgrado en Ciencias Ambientales, ICUAP, B. Universidad Autónoma de Puebla, México.",Afiliacion
"Programa de Posgrado en Ciencias de la Tierra, Universidad Nacional Auto´noma de Me´xico, D.F., Me´xico","Programa de Posgrado en Ciencias de la Tierra, Universidad Nacional Auto´noma de Me´xico, D.F., Me´xico",Afiliacion
"Programming Department, Havana University, Havana, Cuba","Programming Department, Havana University, Havana, Cuba",Afiliacion
SUSS.CO.CU,SUSS.CO.CU,Afiliacion
Scalian Consulting Spain SL. España.,Scalian Consulting Spain SL. España.,Afiliacion
"Sección Científica de Criptografía, SCMC","Sección Científica de Criptografía, SCMC",Afiliacion
"Texas A&M University, College Station, Texas. USA.","Texas A&M University, College Station, Texas. USA.",Afiliacion
Trabajador por cuenta propia,Trabajador por cuenta propia,Afiliacion
"UCP. Félix Varela, Cuba.","UCP. Félix Varela, Cuba.",Afiliacion
UHasselt.BE,UHasselt.BE,Afiliacion
"URACCAN, Managua","URACCAN, Managua",Afiliacion
Unidad Académica Facultad de Matemática. Sede Acapulco. Universidad Autónoma de Guerrero. México,Unidad Académica Facultad de Matemática. Sede Acapulco. Universidad Autónoma de Guerrero. México,Afiliacion
"Unidad Académica de Matemáticas, Universidad Autónoma de Guerrero, Guerrero, México","Unidad Académica de Matemáticas, Universidad Autónoma de Guerrero, Guerrero, México",Afiliacion
Unidad Académica del Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas en Yucatán. Universidad Nacional Autónoma de México,Unidad Académica del Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas en Yucatán. Universidad Nacional Autónoma de México,Afiliacion
"UnidaddeInvestigacionesBiomédicas,UniversidaddeCienciasMédicasdeVillaClara,VillaClara,Cuba","UnidaddeInvestigacionesBiomédicas,UniversidaddeCienciasMédicasdeVillaClara,VillaClara,Cuba",Afiliacion
"Universidad Abierta y a Distancia de Me´xico, Ciudad de Me´xico, Me´xico","Universidad Abierta y a Distancia de Me´xico, Ciudad de Me´xico, Me´xico",Afiliacion
"Universidad Agraria de La Habana”Fructuoso Rodríguez Pérez”, Facultad de Ciencias Técnicas, Cuba","Universidad Agraria de La Habana”Fructuoso Rodríguez Pérez”, Facultad de Ciencias Técnicas, Cuba",Afiliacion
"Universidad Aut(cid:243)noma de Coahuila, MØxico","Universidad Aut(cid:243)noma de Coahuila, MØxico",Afiliacion
Universidad Autónoma de Hidalgo.,Universidad Autónoma de Hidalgo.,Afiliacion
Universidad Autónoma del Estado de Hidalgo,Universidad Autónoma del Estado de Hidalgo,Afiliacion
Universidad Católica de Valencia,Universidad Católica de Valencia,Afiliacion
Universidad Central 'Marta Abreu' de Las Villas,Universidad Central 'Marta Abreu' de Las Villas,Afiliacion
"Universidad Central 'Marta Abreu' de Las Villas, Cuba","Universidad Central 'Marta Abreu' de Las Villas, Cuba",Afiliacion
"Universidad Central 'Marta Abreu' de Las Villas, Santa Clara, Cuba","Universidad Central 'Marta Abreu' de Las Villas, Santa Clara, Cuba",Afiliacion
"Universidad Central 'Marta Abreu' de las Villas, Cuba","Universidad Central 'Marta Abreu' de las Villas, Cuba",Afiliacion
"Universidad Central Marta Abreu, Las Villas","Universidad Central Marta Abreu, Las Villas",Afiliacion
Universidad Central de Las Villas,Universidad Central de Las Villas,Afiliacion
"Universidad Central de las Villas, Villa Clara, Cuba","Universidad Central de las Villas, Villa Clara, Cuba",Afiliacion
"Universidad Central“Marta Abreu”de Las Villas, Santa Clara, Cuba","Universidad Central“Marta Abreu”de Las Villas, Santa Clara, Cuba",Afiliacion
"Universidad Central“Marta Abreu”de Las Villas, Villa Clara, Cuba","Universidad Central“Marta Abreu”de Las Villas, Villa Clara, Cuba",Afiliacion
Universidad Hermanos Saiz,Universidad Hermanos Saiz,Afiliacion
Universidad Marta Abreu de Las Villas,Universidad Marta Abreu de Las Villas,Afiliacion
"Universidad Pedagógica de Villa Clara, Cuba","Universidad Pedagógica de Villa Clara, Cuba",Afiliacion
"Universidad Polite´cnica Salesiana, Sede Cuenca. Carrera de Ingenier´ıa Meca´nica. Campus El Vecino. Calle Vieja, 12-30y Elia Liut, Cuenca, Ecuador","Universidad Polite´cnica Salesiana, Sede Cuenca. Carrera de Ingenier´ıa Meca´nica. Campus El Vecino. Calle Vieja, 12-30y Elia Liut, Cuenca, Ecuador",Afiliacion
Universidad Politécnica de Valencia,Universidad Politécnica de Valencia,Afiliacion
Universidad San Agust´ın. Arequipa. Perú,Universidad San Agust´ın. Arequipa. Perú,Afiliacion
"Universidad Te´cnica Federico Santa Mar´ıa, Ecuador–Chile","Universidad Te´cnica Federico Santa Mar´ıa, Ecuador–Chile",Afiliacion
"Universidad Técnica de Ambato, Ambato, Ecuador","Universidad Técnica de Ambato, Ambato, Ecuador",Afiliacion
"Universidad Veracruzana, Xalapa, México","Universidad Veracruzana, Xalapa, México",Afiliacion
"Universidad de Alicante (España), Escuela Politécnica Superior, Departamento de Matemática Aplicada","Universidad de Alicante (España), Escuela Politécnica Superior, Departamento de Matemática Aplicada",Afiliacion
"Universidad de Alicante, Grupo de Investigación Modelización Matemática de Sistemas, España","Universidad de Alicante, Grupo de Investigación Modelización Matemática de Sistemas, España",Afiliacion
Universidad de Camagüey,Universidad de Camagüey,Afiliacion
"Universidad de Ciego de Ávila, Ciego de Ávila, Cuba","Universidad de Ciego de Ávila, Ciego de Ávila, Cuba",Afiliacion
"Universidad de Ciencias Informáticas, Cuba","Universidad de Ciencias Informáticas, Cuba",Afiliacion
"Universidad de Ciencias Médicas de Sancti Spíritus, Facultad de Ciencias Médicas ""Dr. Faustino Pérez Hernández"". Sancti Spíritus, Cuba","Universidad de Ciencias Médicas de Sancti Spíritus, Facultad de Ciencias Médicas ""Dr. Faustino Pérez Hernández"". Sancti Spíritus, Cuba",Afiliacion
"Universidad de Ciencias Médicas de Santiago de Cuba, Cuba","Universidad de Ciencias Médicas de Santiago de Cuba, Cuba",Afiliacion
"Universidad de Ciencias Médicas, Santa Clara","Universidad de Ciencias Médicas, Santa Clara",Afiliacion
"Universidad de Ciencias Pedagógicas ""Enrique José Varona"", La Habana, Cuba","Universidad de Ciencias Pedagógicas ""Enrique José Varona"", La Habana, Cuba",Afiliacion
Universidad de Cienfuegos,Universidad de Cienfuegos,Afiliacion
"Universidad de Cienfuegos, Cuba","Universidad de Cienfuegos, Cuba",Afiliacion
"Universidad de Granma, Cuba","Universidad de Granma, Cuba",Afiliacion
Universidad de Holguín,Universidad de Holguín,Afiliacion
"Universidad de Holguín, Cuba","Universidad de Holguín, Cuba",Afiliacion
Universidad de La Habana,Universidad de La Habana,Afiliacion
"Universidad de La Habana, Cuba","Universidad de La Habana, Cuba",Afiliacion
"Universidad de La Habana, Cuba, lrp@matcom.uh.cu","Universidad de La Habana, Cuba, lrp@matcom.uh.cu",Afiliacion
"Universidad de La Habana, Dirección Docente de Informatización","Universidad de La Habana, Dirección Docente de Informatización",Afiliacion
"Universidad de La Habana, Facultad Matemática y Computación, Cuba","Universidad de La Habana, Facultad Matemática y Computación, Cuba",Afiliacion
"Universidad de La Habana, Facultad de Matemática y Computación","Universidad de La Habana, Facultad de Matemática y Computación",Afiliacion
"Universidad de La Habana, Facultad de Matemática y Computación, Departamento de Matemática Aplicada","Universidad de La Habana, Facultad de Matemática y Computación, Departamento de Matemática Aplicada",Afiliacion
"Universidad de La Habana, Facultad de Matemática y Computación, La Habana, Cuba.","Universidad de La Habana, Facultad de Matemática y Computación, La Habana, Cuba.",Afiliacion
"Universidad de La Habana, La Habana, Cuba","Universidad de La Habana, La Habana, Cuba",Afiliacion
Universidad de La Habana. Cuba,Universidad de La Habana. Cuba,Afiliacion
"Universidad de La Serena, Chile","Universidad de La Serena, Chile",Afiliacion
Universidad de Matanzas,Universidad de Matanzas,Afiliacion
Universidad de Matanzas ¨Camilo Cienfuegos¨ (UMCC),Universidad de Matanzas ¨Camilo Cienfuegos¨ (UMCC),Afiliacion
"Universidad de Matanzas, Cuba","Universidad de Matanzas, Cuba",Afiliacion
"Universidad de Málaga, Dpto. Tecnología Electrónica, E.T.S. Ing. Telecomunicación","Universidad de Málaga, Dpto. Tecnología Electrónica, E.T.S. Ing. Telecomunicación",Afiliacion
Universidad de Oriente,Universidad de Oriente,Afiliacion
"Universidad de Pinardel Río 'Hermanos Saíz Montes de Oca', Cuba","Universidad de Pinardel Río 'Hermanos Saíz Montes de Oca', Cuba",Afiliacion
"Universidad de Sancti Spíritus ""José Martí Pérez"", Centro de Estudios de Energía y Procesos Industriales (CEEPI), Cuba","Universidad de Sancti Spíritus ""José Martí Pérez"", Centro de Estudios de Energía y Procesos Industriales (CEEPI), Cuba",Afiliacion
"Universidad de Sancti Spíritus, Cuba","Universidad de Sancti Spíritus, Cuba",Afiliacion
Universidad de Toronto,Universidad de Toronto,Afiliacion
Universidad de la Habana,Universidad de la Habana,Afiliacion
"Universidad de la Habana, Facultad de Matemática y Computación, Instituto de Criptografía, La Habana, Cuba","Universidad de la Habana, Facultad de Matemática y Computación, Instituto de Criptografía, La Habana, Cuba",Afiliacion
Universidad de la Habana. Cuba,Universidad de la Habana. Cuba,Afiliacion
Universidad de las Ciencias InformÆticas,Universidad de las Ciencias InformÆticas,Afiliacion
"Universidad de las Ciencias Informáticas, Cuba","Universidad de las Ciencias Informáticas, Cuba",Afiliacion
"Universidad del Tolima, Colombia","Universidad del Tolima, Colombia",Afiliacion
"Universidad del estado de Amazonas, Brasil","Universidad del estado de Amazonas, Brasil",Afiliacion
"UniversidadTecnolo´gicadelaHabanaJose´ A.Echeverr´ıa,LaHabana,Cuba","UniversidadTecnolo´gicadelaHabanaJose´ A.Echeverr´ıa,LaHabana,Cuba",Afiliacion
"UniversidaddeHolgu´ın,Holgu´ın,Cuba","UniversidaddeHolgu´ın,Holgu´ın,Cuba",Afiliacion
UniversidaddeLaHabana,UniversidaddeLaHabana,Afiliacion
"UniversidaddeLaHabana,LaHabana,Cuba","UniversidaddeLaHabana,LaHabana,Cuba",Afiliacion
Universidades de Ciencias Pedagógicas,Universidades de Ciencias Pedagógicas,Afiliacion
"University of the State of Amazonas, Brazil","University of the State of Amazonas, Brazil",Afiliacion
