Source,Target
Lic. Mar´ıa Esther Reyes Calzado,"Departamento de Matemática, Universidad de la Habana, Cuba"
Dra. Marta Lourdes Baguer Díaz-Romañach,"DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
Ceyli M. Ricardo Gomar,"DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
Jorge Del Risco Mart´ınez,"DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
Yanet Rodríguez Sarabia,"Centro de Estudios de Informática, Universidad Central 'Marta Abreu' de Las Villas, Villa Clara, Cuba"
Yanet Rodríguez Sarabia,"Departamento de informática, Universidad de Granma, Cuba"
Yanet Rodríguez Sarabia,"Instituto de Ciencias Matemáticas de Computación, Universidad de São Paulo, Brasil"
Alberto Verdecia Cabrera,"Centro de Estudios de Informática, Universidad Central 'Marta Abreu' de Las Villas, Villa Clara, Cuba"
Alberto Verdecia Cabrera,"Departamento de informática, Universidad de Granma, Cuba"
Alberto Verdecia Cabrera,"Instituto de Ciencias Matemáticas de Computación, Universidad de São Paulo, Brasil"
Agustín Alejandro Ortiz Díaz,"Centro de Estudios de Informática, Universidad Central 'Marta Abreu' de Las Villas, Villa Clara, Cuba"
Agustín Alejandro Ortiz Díaz,"Departamento de informática, Universidad de Granma, Cuba"
Agustín Alejandro Ortiz Díaz,"Instituto de Ciencias Matemáticas de Computación, Universidad de São Paulo, Brasil"
Isvani Frías Blanco,"Centro de Estudios de Informática, Universidad Central 'Marta Abreu' de Las Villas, Villa Clara, Cuba"
Isvani Frías Blanco,"Departamento de informática, Universidad de Granma, Cuba"
Isvani Frías Blanco,"Instituto de Ciencias Matemáticas de Computación, Universidad de São Paulo, Brasil"
Antonio Mustelier Hechavarría,"Centro de Estudios de Informática, Universidad Central 'Marta Abreu' de Las Villas, Villa Clara, Cuba"
Antonio Mustelier Hechavarría,"Departamento de informática, Universidad de Granma, Cuba"
Antonio Mustelier Hechavarría,"Instituto de Ciencias Matemáticas de Computación, Universidad de São Paulo, Brasil"
Adrian Donatien Charón,"DepartamentodeMatemática, FCNE, Universidad de Oriente, Cuba"
Mijail Borges Quintana,"DepartamentodeMatemática, FCNE, Universidad de Oriente, Cuba"
Miguel Angel Borges Trenard,"DepartamentodeMatemática, FCNE, Universidad de Oriente, Cuba"
Luis Giraldo González Ricardo,"DepartamentodeMatema´tica,UniversidaddeLaHabana,LaHabana,Cuba"
Dr.C Ricardo Sánchez Casanova,"FacultadMatemática y Computación,Universidad de La Habana, Cuba"
Dr.C Ricardo Sánchez Casanova,"DepartamentodeMatemática,UniversidadSantaMaría campusGuayaquil, Ecuador"
Idania Urrutia Roman´ı,"FacultadMatemática y Computación,Universidad de La Habana, Cuba"
Idania Urrutia Roman´ı,"DepartamentodeMatemática,UniversidadSantaMaría campusGuayaquil, Ecuador"
Moisés Villena Muñoz,"FacultadMatemática y Computación,Universidad de La Habana, Cuba"
Moisés Villena Muñoz,"DepartamentodeMatemática,UniversidadSantaMaría campusGuayaquil, Ecuador"
Claudia Fonte Sánchez,"DepartamentodeMatema´tica,UniversidaddeLaHabana,Cuba"
Carlos Sánchez Fernández,"DepartamentodeMatema´tica,UniversidaddeLaHabana,Cuba"
Ransés Alfonso Rodríguez,"Departamento de Matemática, Universidad de La Habana"
David Guinovart Sanjuán,"Departamento de Matemática, Universidad de La Habana"
Raúl Guinovart Díaz,"Departamento de Matemática, Universidad de La Habana"
Julián Bravo Castillero,"Departamento de Matemática, Universidad de La Habana"
Reinaldo Rodr(cid:237)guez Ramos,"Departamento de Matemática, Universidad de La Habana"
Pablo Barrera Sánchez,"Centro de Estudios para el Perfeccionamiento de la Educacio´n Superior, Universidad de La Habana, Cuba"
Pablo Barrera Sánchez,"Facultad de Ciencias, Universidad Nacional Auto´noma de Me´xico, Ciudad de Me´xico"
Pablo Barrera Sánchez,"Departamentode Matema´tica, Institutode Ciberne´tica Matema´ticay F´ısica, La Habana, Cuba"
Isidro A. Abelló Ugalde,"Centro de Estudios para el Perfeccionamiento de la Educacio´n Superior, Universidad de La Habana, Cuba"
Isidro A. Abelló Ugalde,"Facultad de Ciencias, Universidad Nacional Auto´noma de Me´xico, Ciudad de Me´xico"
Isidro A. Abelló Ugalde,"Departamentode Matema´tica, Institutode Ciberne´tica Matema´ticay F´ısica, La Habana, Cuba"
Victoria Hernández Mederos,"Centro de Estudios para el Perfeccionamiento de la Educacio´n Superior, Universidad de La Habana, Cuba"
Victoria Hernández Mederos,"Facultad de Ciencias, Universidad Nacional Auto´noma de Me´xico, Ciudad de Me´xico"
Victoria Hernández Mederos,"Departamentode Matema´tica, Institutode Ciberne´tica Matema´ticay F´ısica, La Habana, Cuba"
Guilmer F. González Flores,"Centro de Estudios para el Perfeccionamiento de la Educacio´n Superior, Universidad de La Habana, Cuba"
Guilmer F. González Flores,"Facultad de Ciencias, Universidad Nacional Auto´noma de Me´xico, Ciudad de Me´xico"
Guilmer F. González Flores,"Departamentode Matema´tica, Institutode Ciberne´tica Matema´ticay F´ısica, La Habana, Cuba"
Alina Fernández Arias,"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, La Habana, Cuba"
Sira M. Allende Alonso,"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, La Habana, Cuba"
Ligia Ferreira Gomez,"DepartamentodeAna´lisesCl´ınicaseToxicolo´gicas,FaculdadedeCieˆnciasFarmaceˆuticas,UniversidadeFederaldeAlfenas,MinasGerais,Brasil"
Ligia Ferreira Gomez,"DepartamentodeAna´lisisCl´ınicosyToxicolo´gicos,UniversidaddeSa˜oPaulo,Sa˜oPaulo,Brasil"
Ligia Ferreira Gomez,"DepartamentodeComputacio´n,UniversidaddeOriente,SantiagodeCuba,Cuba"
Ligia Ferreira Gomez,"DepartamentodeFisiopatologiaExperimental,FaculdadedeMedicina,UniversidadedeSa˜oPaulo,Sa˜oPaulo,Brasil"
Elisângela Monteiro Pereira,"DepartamentodeAna´lisesCl´ınicaseToxicolo´gicas,FaculdadedeCieˆnciasFarmaceˆuticas,UniversidadeFederaldeAlfenas,MinasGerais,Brasil"
Elisângela Monteiro Pereira,"DepartamentodeAna´lisisCl´ınicosyToxicolo´gicos,UniversidaddeSa˜oPaulo,Sa˜oPaulo,Brasil"
Elisângela Monteiro Pereira,"DepartamentodeComputacio´n,UniversidaddeOriente,SantiagodeCuba,Cuba"
Elisângela Monteiro Pereira,"DepartamentodeFisiopatologiaExperimental,FaculdadedeMedicina,UniversidadedeSa˜oPaulo,Sa˜oPaulo,Brasil"
Silena Herold Garc´ıa,"DepartamentodeAna´lisesCl´ınicaseToxicolo´gicas,FaculdadedeCieˆnciasFarmaceˆuticas,UniversidadeFederaldeAlfenas,MinasGerais,Brasil"
Silena Herold Garc´ıa,"DepartamentodeAna´lisisCl´ınicosyToxicolo´gicos,UniversidaddeSa˜oPaulo,Sa˜oPaulo,Brasil"
Silena Herold Garc´ıa,"DepartamentodeComputacio´n,UniversidaddeOriente,SantiagodeCuba,Cuba"
Silena Herold Garc´ıa,"DepartamentodeFisiopatologiaExperimental,FaculdadedeMedicina,UniversidadedeSa˜oPaulo,Sa˜oPaulo,Brasil"
Miriela Escobedo Nicot,"DepartamentodeAna´lisesCl´ınicaseToxicolo´gicas,FaculdadedeCieˆnciasFarmaceˆuticas,UniversidadeFederaldeAlfenas,MinasGerais,Brasil"
Miriela Escobedo Nicot,"DepartamentodeAna´lisisCl´ınicosyToxicolo´gicos,UniversidaddeSa˜oPaulo,Sa˜oPaulo,Brasil"
Miriela Escobedo Nicot,"DepartamentodeComputacio´n,UniversidaddeOriente,SantiagodeCuba,Cuba"
Miriela Escobedo Nicot,"DepartamentodeFisiopatologiaExperimental,FaculdadedeMedicina,UniversidadedeSa˜oPaulo,Sa˜oPaulo,Brasil"
Wilkie Delgado Font,"DepartamentodeAna´lisesCl´ınicaseToxicolo´gicas,FaculdadedeCieˆnciasFarmaceˆuticas,UniversidadeFederaldeAlfenas,MinasGerais,Brasil"
Wilkie Delgado Font,"DepartamentodeAna´lisisCl´ınicosyToxicolo´gicos,UniversidaddeSa˜oPaulo,Sa˜oPaulo,Brasil"
Wilkie Delgado Font,"DepartamentodeComputacio´n,UniversidaddeOriente,SantiagodeCuba,Cuba"
Wilkie Delgado Font,"DepartamentodeFisiopatologiaExperimental,FaculdadedeMedicina,UniversidadedeSa˜oPaulo,Sa˜oPaulo,Brasil"
Camila Machado,"DepartamentodeAna´lisesCl´ınicaseToxicolo´gicas,FaculdadedeCieˆnciasFarmaceˆuticas,UniversidadeFederaldeAlfenas,MinasGerais,Brasil"
Camila Machado,"DepartamentodeAna´lisisCl´ınicosyToxicolo´gicos,UniversidaddeSa˜oPaulo,Sa˜oPaulo,Brasil"
Camila Machado,"DepartamentodeComputacio´n,UniversidaddeOriente,SantiagodeCuba,Cuba"
Camila Machado,"DepartamentodeFisiopatologiaExperimental,FaculdadedeMedicina,UniversidadedeSa˜oPaulo,Sa˜oPaulo,Brasil"
Nelson Claudio Córdova Rosas,"Universidad Te´cnica Federico Santa Mar´ıa, Ecuador–Chile"
Nelson Claudio Córdova Rosas,"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, Cuba"
Dr.C Ricardo Sánchez Casanova,"Universidad Te´cnica Federico Santa Mar´ıa, Ecuador–Chile"
Dr.C Ricardo Sánchez Casanova,"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, Cuba"
Idania Urrutia Roman´ı,"Universidad Te´cnica Federico Santa Mar´ıa, Ecuador–Chile"
Idania Urrutia Roman´ı,"Facultad de Matema´tica y Computacio´n, Universidad de La Habana, Cuba"
Laidy De Armas Jacomino,"Facultad de Ciencias Informáticas, Universidad de Ciego de Ávila Máximo Gómez Báez, Ciego de Ávila, Cuba"
Danilo Valdes Ramirez,"Facultad de Ciencias Informáticas, Universidad de Ciego de Ávila Máximo Gómez Báez, Ciego de Ávila, Cuba"
Laura Casas Fuentes,"Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba"
Laura Casas Fuentes,"Facultad de Ciencias, Universidad Autónoma de Santo Domingo, Santo Domingo, República Dominicana"
Laura Casas Fuentes,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Angela Martin Sánchez,"Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba"
Angela Martin Sánchez,"Facultad de Ciencias, Universidad Autónoma de Santo Domingo, Santo Domingo, República Dominicana"
Angela Martin Sánchez,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Dr.C Ricardo Sánchez Casanova,"Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba"
Dr.C Ricardo Sánchez Casanova,"Facultad de Ciencias, Universidad Autónoma de Santo Domingo, Santo Domingo, República Dominicana"
Dr.C Ricardo Sánchez Casanova,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Dra. Olga Lidia Pérez González,"Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba"
Dra. Olga Lidia Pérez González,"Facultad de Ciencias, Universidad Autónoma de Santo Domingo, Santo Domingo, República Dominicana"
Dra. Olga Lidia Pérez González,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Frank Reyes Garc´ıa,"Universidad Central“Marta Abreu”de Las Villas, Villa Clara, Cuba"
Isel Moreno Montes de Oca,"Universidad Central“Marta Abreu”de Las Villas, Villa Clara, Cuba"
Abel Rodr´ıguez Morffi,"Universidad Central“Marta Abreu”de Las Villas, Villa Clara, Cuba"
Lisbet Hernández Cárdenas,"Universidad Central“Marta Abreu”de Las Villas, Villa Clara, Cuba"
Ángela León Mec´ıas,"Programa de Posgrado en Ciencias de la Tierra, Universidad Nacional Auto´noma de Me´xico, D.F., Me´xico"
Ángela León Mec´ıas,"Instituto Nacional de Pesquisas Espaciais, Centro de Previsa˜ode Tempo e Estudos Clima´ticos Cachoeira Paulista, Sa˜o Paulo, Brasil"
Ángela León Mec´ıas,"Departamento de Matema´tica Aplicada, Facultad de Matema´ticay Computacio´n, Universidad de La Habana, Cuba"
Ángela León Mec´ıas,"Centro de F´ısica de la Atmo´sfera, Instituto de Meteorolog´ıa, Habana, Cuba"
Maibys Sierra Lorenzo,"Programa de Posgrado en Ciencias de la Tierra, Universidad Nacional Auto´noma de Me´xico, D.F., Me´xico"
Maibys Sierra Lorenzo,"Instituto Nacional de Pesquisas Espaciais, Centro de Previsa˜ode Tempo e Estudos Clima´ticos Cachoeira Paulista, Sa˜o Paulo, Brasil"
Maibys Sierra Lorenzo,"Departamento de Matema´tica Aplicada, Facultad de Matema´ticay Computacio´n, Universidad de La Habana, Cuba"
Maibys Sierra Lorenzo,"Centro de F´ısica de la Atmo´sfera, Instituto de Meteorolog´ıa, Habana, Cuba"
Angel Domingues Chovert,"Programa de Posgrado en Ciencias de la Tierra, Universidad Nacional Auto´noma de Me´xico, D.F., Me´xico"
Angel Domingues Chovert,"Instituto Nacional de Pesquisas Espaciais, Centro de Previsa˜ode Tempo e Estudos Clima´ticos Cachoeira Paulista, Sa˜o Paulo, Brasil"
Angel Domingues Chovert,"Departamento de Matema´tica Aplicada, Facultad de Matema´ticay Computacio´n, Universidad de La Habana, Cuba"
Angel Domingues Chovert,"Centro de F´ısica de la Atmo´sfera, Instituto de Meteorolog´ıa, Habana, Cuba"
Evelyn Elisa Mart´ınez Sabari,"Programa de Posgrado en Ciencias de la Tierra, Universidad Nacional Auto´noma de Me´xico, D.F., Me´xico"
Evelyn Elisa Mart´ınez Sabari,"Instituto Nacional de Pesquisas Espaciais, Centro de Previsa˜ode Tempo e Estudos Clima´ticos Cachoeira Paulista, Sa˜o Paulo, Brasil"
Evelyn Elisa Mart´ınez Sabari,"Departamento de Matema´tica Aplicada, Facultad de Matema´ticay Computacio´n, Universidad de La Habana, Cuba"
Evelyn Elisa Mart´ınez Sabari,"Centro de F´ısica de la Atmo´sfera, Instituto de Meteorolog´ıa, Habana, Cuba"
Dra. Marta Lourdes Baguer Díaz-Romañach,"DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
Dra. Marta Lourdes Baguer Díaz-Romañach,"HospitalMaternode10deOctubre,LaHabana,Cuba"
Águeda Santana Mart´ınez,"DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
Águeda Santana Mart´ınez,"HospitalMaternode10deOctubre,LaHabana,Cuba"
Saúl Olivera Perdomo,"DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
Saúl Olivera Perdomo,"HospitalMaternode10deOctubre,LaHabana,Cuba"
Damian Valdés Santiago,"DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
Damian Valdés Santiago,"HospitalMaternode10deOctubre,LaHabana,Cuba"
Dr. Lorgio F. Batard Martínez,"Departamento de Matemática, Universidad Central de Las Villas, 54830 Santa Clara, Cuba"
Dr. Lorgio F. Batard Martínez,"Departamento de Física, Universidad Central de Las Villas, 54830 Santa Clara, Cuba"
MSc. Yanelis Estrada Hernández,"Departamento de Matemática, Universidad Central de Las Villas, 54830 Santa Clara, Cuba"
MSc. Yanelis Estrada Hernández,"Departamento de Física, Universidad Central de Las Villas, 54830 Santa Clara, Cuba"
Lic. Roxana Pérez García,"Departamento de Matemática, Universidad Central de Las Villas, 54830 Santa Clara, Cuba"
Lic. Roxana Pérez García,"Departamento de Física, Universidad Central de Las Villas, 54830 Santa Clara, Cuba"
Erick Manuel Delgado Moya,"Departamento de Matemática, Pontificia Universidade Católica do Rio de Janeiro, Brasil"
Erick Manuel Delgado Moya,"Departamento de Matemática, Universidad de La Habana, Cuba"
Aymée de los Ángeles Marrero Severo,"Departamento de Matemática, Pontificia Universidade Católica do Rio de Janeiro, Brasil"
Aymée de los Ángeles Marrero Severo,"Departamento de Matemática, Universidad de La Habana, Cuba"
Dianne Miyares Moreno,"Dirección de Calidad, Universidad Tecnológica de la Habana, Habana, Cuba"
Dianne Miyares Moreno,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba"
C. M. Legón,"Dirección de Calidad, Universidad Tecnológica de la Habana, Habana, Cuba"
C. M. Legón,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba"
Ismel Martínez Díaz,"Dirección de Calidad, Universidad Tecnológica de la Habana, Habana, Cuba"
Ismel Martínez Díaz,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba"
Yolanda O’Farrill Dinza,"Facultad de Matemáticay Computación, Universidad de La Habana, Cuba"
Yolanda O’Farrill Dinza,"Facultad de Ingeniería Agrícola, Escuela Superior Politécnica Agropecuariade Manabí, Ecuador"
Yolanda O’Farrill Dinza,"Departamentode Matemática, Universidad Tecnológicade La Habana José Antonio Echeverría, Cuba"
Dr.C Ricardo Sánchez Casanova,"Facultad de Matemáticay Computación, Universidad de La Habana, Cuba"
Dr.C Ricardo Sánchez Casanova,"Facultad de Ingeniería Agrícola, Escuela Superior Politécnica Agropecuariade Manabí, Ecuador"
Dr.C Ricardo Sánchez Casanova,"Departamentode Matemática, Universidad Tecnológicade La Habana José Antonio Echeverría, Cuba"
Jonathan Chicaiza Intriago,"Facultad de Matemáticay Computación, Universidad de La Habana, Cuba"
Jonathan Chicaiza Intriago,"Facultad de Ingeniería Agrícola, Escuela Superior Politécnica Agropecuariade Manabí, Ecuador"
Jonathan Chicaiza Intriago,"Departamentode Matemática, Universidad Tecnológicade La Habana José Antonio Echeverría, Cuba"
José Armando Vivero González,"DepartamentodeMatema´tica,UniversidadLaHabana,Cuba"
Dr.C. José Fidel Hernández Advíncula,"DepartamentodeMatema´tica,UniversidadLaHabana,Cuba"
Mar´ıa Virginia Rodr´ıguez Quiroz,Universidad de la Habana. Cuba
Mar´ıa Virginia Rodr´ıguez Quiroz,Universidad San Agust´ın. Arequipa. Perú
Idania Urrutia Roman´ı,Universidad de la Habana. Cuba
Idania Urrutia Roman´ı,Universidad San Agust´ın. Arequipa. Perú
Pablo Freyre Arrozarena,"Institute of Cryptography, Faculty of Mathematics and Computer Science, University of Havana, Cuba."
Adrián Alfonso Pen˜ate,"Institute of Cryptography, Faculty of Mathematics and Computer Science, University of Havana, Cuba."
Alberto Fernández Oliva,"Departamento de Programación e Ingeniería de software, Universidad de la Habana, La Habana, Cuba"
Joanna Campbell Amos,"Departamento de Programación e Ingeniería de software, Universidad de la Habana, La Habana, Cuba"
Rainer Llera Menocal,"Departamento de Programación e Ingeniería de software, Universidad de la Habana, La Habana, Cuba"
C. M. Legón,"Universidad Central de las Villas, Villa Clara, Cuba"
C. M. Legón,"Universidad de la Habana, Facultad de Matemática y Computación, Instituto de Criptografía, La Habana, Cuba"
C. M. Legón,"CUJAE, Facultad de Informática, La Habana, Cuba"
E. J. Madarro,"Universidad Central de las Villas, Villa Clara, Cuba"
E. J. Madarro,"Universidad de la Habana, Facultad de Matemática y Computación, Instituto de Criptografía, La Habana, Cuba"
E. J. Madarro,"CUJAE, Facultad de Informática, La Habana, Cuba"
Y. Matos,"Universidad Central de las Villas, Villa Clara, Cuba"
Y. Matos,"Universidad de la Habana, Facultad de Matemática y Computación, Instituto de Criptografía, La Habana, Cuba"
Y. Matos,"CUJAE, Facultad de Informática, La Habana, Cuba"
A. Figueroa-Romero,"FacultaddeCienciasTe´cnicas,UniversidaddeGranma,Cuba"
A. Figueroa-Romero,"DepartamentodeMatema´tica,UniversidaddelaHabana,CiudadHabana,Cuba"
A. Soria-Lorente,"FacultaddeCienciasTe´cnicas,UniversidaddeGranma,Cuba"
A. Soria-Lorente,"DepartamentodeMatema´tica,UniversidaddelaHabana,CiudadHabana,Cuba"
Juan Carlos Hernández Gómez,"Unidad Académica de Matemáticas, Universidad Autónoma de Guerrero, Guerrero, México"
Juan Carlos Hernández Gómez,"Departamento de Licenciatura en Matemática, Universidad de Holguín, Holguín, Cuba"
José María Sigarreta Almira,"Unidad Académica de Matemáticas, Universidad Autónoma de Guerrero, Guerrero, México"
José María Sigarreta Almira,"Departamento de Licenciatura en Matemática, Universidad de Holguín, Holguín, Cuba"
Ernesto Parra Inza,"Unidad Académica de Matemáticas, Universidad Autónoma de Guerrero, Guerrero, México"
Ernesto Parra Inza,"Departamento de Licenciatura en Matemática, Universidad de Holguín, Holguín, Cuba"
Carlos Segura Vidal,"Unidad Académica de Matemáticas, Universidad Autónoma de Guerrero, Guerrero, México"
Carlos Segura Vidal,"Departamento de Licenciatura en Matemática, Universidad de Holguín, Holguín, Cuba"
Lic. Mar´ıa Esther Reyes Calzado,"DepartamentodeMatema´tica,FacultaddeMatema´ticayComputacio´n,UniversidaddelaHabana,Cuba"
Lic. Javier Alejandro Quintero Roba,"DepartamentodeMatema´tica,FacultaddeMatema´ticayComputacio´n,UniversidaddelaHabana,Cuba"
Dra. Elina Miret Barroso,"DepartamentodeMatema´tica,FacultaddeMatema´ticayComputacio´n,UniversidaddelaHabana,Cuba"
Jorge E. Macías-Díaz,"Departamento de Matemáticas y Física, Universidad Autónoma de Aguascalientes, México"
Alejandro Mesejo Chiong,"DepartamentodeMatema´tica,UniversidaddelaHabana,Cuba"
Alejandro Mesejo Chiong,"DepartamentodeMatema´ticaAplicada,UniversidaddeOriente,Cuba"
Glicerio Viltres Castro,"DepartamentodeMatema´tica,UniversidaddelaHabana,Cuba"
Glicerio Viltres Castro,"DepartamentodeMatema´ticaAplicada,UniversidaddeOriente,Cuba"
Miguel Ángel Abreu Terán,"DepartamentodeMatema´tica,UniversidaddelaHabana,Cuba"
Miguel Ángel Abreu Terán,"DepartamentodeMatema´ticaAplicada,UniversidaddeOriente,Cuba"
Milenis Fernández Díaz,"Centro de Estudios de Matemática Computacional, Universidad de las Ciencias Informáticas, La Habana, Cuba"
Milenis Fernández Díaz,"Departamento de Física, Universidad de Pinardel Río, Pinardel Río, Cuba"
Milenis Fernández Díaz,"Centro de Geoinformática y Señales Digitales, Universidad de las Ciencias Informáticas, La Habana, Cuba"
José Quintín Cuador Gil,"Centro de Estudios de Matemática Computacional, Universidad de las Ciencias Informáticas, La Habana, Cuba"
José Quintín Cuador Gil,"Departamento de Física, Universidad de Pinardel Río, Pinardel Río, Cuba"
José Quintín Cuador Gil,"Centro de Geoinformática y Señales Digitales, Universidad de las Ciencias Informáticas, La Habana, Cuba"
César Raúl García Jacas,"Centro de Estudios de Matemática Computacional, Universidad de las Ciencias Informáticas, La Habana, Cuba"
César Raúl García Jacas,"Departamento de Física, Universidad de Pinardel Río, Pinardel Río, Cuba"
César Raúl García Jacas,"Centro de Geoinformática y Señales Digitales, Universidad de las Ciencias Informáticas, La Habana, Cuba"
Mir´ıam G. Báez-Hernández,"Facultad de Matema´ticas, Univesidad Veracruzana, Me´xico"
J. Rigoberto Gabriel-Argu¨elles,"Facultad de Matema´ticas, Univesidad Veracruzana, Me´xico"
M. Lorena Avendan˜o-Garrido,"Facultad de Matema´ticas, Univesidad Veracruzana, Me´xico"
Luis Orlando Castellanos Pérez,"DepartamentodeLicenciaturaenMatema´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba"
Carmen Tejeda Toledo,"DepartamentodeLicenciaturaenMatema´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba"
S. Behar Jeqúın,"DepartamentodeMatema´tica,UniversidaddelaHabana,LaHabana,Cuba"
S. Behar Jeqúın,"DepartamentodeMatema´tica,InstitutodeCiberne´tica,Matema´ticayF´ısica,LaHabana,Cuba"
Jorge Estrada Sarlabous,"DepartamentodeMatema´tica,UniversidaddelaHabana,LaHabana,Cuba"
Jorge Estrada Sarlabous,"DepartamentodeMatema´tica,InstitutodeCiberne´tica,Matema´ticayF´ısica,LaHabana,Cuba"
Wilfredo Morales Lezca,"DepartamentodeMatema´tica,UniversidaddelaHabana,LaHabana,Cuba"
Wilfredo Morales Lezca,"DepartamentodeMatema´tica,InstitutodeCiberne´tica,Matema´ticayF´ısica,LaHabana,Cuba"
Lic. Roxana Pérez García,"DepartamentodeMatema´tica,UniversidaddelaHabana,LaHabana,Cuba"
Lic. Roxana Pérez García,"DepartamentodeMatema´tica,InstitutodeCiberne´tica,Matema´ticayF´ısica,LaHabana,Cuba"
Prof. Dr. Luis Ramiro Piñeiro Díaz,Instituto de Criptografía
Prof. Dr. Luis Ramiro Piñeiro Díaz,Facultad de Matemática y Computación de la Universidad de La Habana
Prof. Dr. Luis Ramiro Piñeiro Díaz,"Sección Científica de Criptografía, SCMC"
Dr C. Manuel Mariño Betancourt,"UniversidaddeHolgu´ın,Holgu´ın,Cuba"
Dr C. Manuel Mariño Betancourt,"DepartamentodeInforma´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba"
Esp. David Ricardo Ledo Baster,"UniversidaddeHolgu´ın,Holgu´ın,Cuba"
Esp. David Ricardo Ledo Baster,"DepartamentodeInforma´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba"
Dr C. Miguel Cruz Ramírez,"UniversidaddeHolgu´ın,Holgu´ın,Cuba"
Dr C. Miguel Cruz Ramírez,"DepartamentodeInforma´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba"
Ernesto Dominguez Fiallo,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba"
Frank E. Acosta Fonseca,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba"
Dr. Luis R. Piñeiro Díaz,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba"
DraC Teresa Bernarda Pagés López,"Instituto de Criptografía, Universidad de la Habana, La Habana, Cuba"
Claudia Espinosa Contreras,"Instituto de Criptograf´ıa, UniversidaddelaHabana, La Habana, Cuba"
Claudia Espinosa Contreras,"DepartamentodeMatema´tica, Facultad de Ciencias Informa´ticas, Universidad de Ciego de A´vila, Cuba"
Claudia Espinosa Contreras,Empresa de Tecnolog´ıas para la Defensa (XETID)
Yessica Caridad Castan˜o Sainz,"Instituto de Criptograf´ıa, UniversidaddelaHabana, La Habana, Cuba"
Yessica Caridad Castan˜o Sainz,"DepartamentodeMatema´tica, Facultad de Ciencias Informa´ticas, Universidad de Ciego de A´vila, Cuba"
Yessica Caridad Castan˜o Sainz,Empresa de Tecnolog´ıas para la Defensa (XETID)
Huber Mart´ınez Rodr´ıguez,"Instituto de Criptograf´ıa, UniversidaddelaHabana, La Habana, Cuba"
Huber Mart´ınez Rodr´ıguez,"DepartamentodeMatema´tica, Facultad de Ciencias Informa´ticas, Universidad de Ciego de A´vila, Cuba"
Huber Mart´ınez Rodr´ıguez,Empresa de Tecnolog´ıas para la Defensa (XETID)
José A. Ornella Rodriguez,"Departamento de Matemática, Universidad de Oriente, Santiago de Cuba, Cuba"
Mijail Borges Quintana,"Departamento de Matemática, Universidad de Oriente, Santiago de Cuba, Cuba"
Irene Martínez Ferrer,"Dirección de Criptografía, Ministerio del Interior, Santiago de Cuba, Cuba"
Irene Martínez Ferrer,"Departamento de Matemática, Universidad de Oriente, Santiago de Cuba, Cuba"
Mijail Borges Quintana,"Dirección de Criptografía, Ministerio del Interior, Santiago de Cuba, Cuba"
Mijail Borges Quintana,"Departamento de Matemática, Universidad de Oriente, Santiago de Cuba, Cuba"
Miguel Angel Borges Trenard,"Dirección de Criptografía, Ministerio del Interior, Santiago de Cuba, Cuba"
Miguel Angel Borges Trenard,"Departamento de Matemática, Universidad de Oriente, Santiago de Cuba, Cuba"
Dania Tamayo Vera,"Institutode Criptograf´ıa, universidaddela Habana, La Habana, Cuba"
